产品名称,旅游方式,供应商,等级,景点个数,交通,用餐,自由活动,五分,四分,三分,总评价,出游人数,评价人数,出发地,最低报价,周日报价,周一报价,周二报价,周三报价,周四报价,周五报价,周六报价,跟团地点,旅游线路
美国西海岸+拉斯维加斯+盐湖城+黄石国家公园+洛杉矶6日5晚跟团游(3钻)·五大国家公园+黄石八大景尽览+2720元起,跟团游,供应商：美西国际旅游,"3晚3钻,2晚4钻",共14个景点，包含5个经典景点：,行车时长28.5小时,1次非自理，15次自理,暂无自由活动信息,(1),(0),(0),5.0?分,新产品,1条点评,盐湖城,3966,,,,,￥3966起,￥3966起,,目的地跟团,西海岸
美国西海岸+拉斯维加斯+盐湖城+黄石国家公园+洛杉矶+旧金山7日6晚跟团游(3钻)·旧金山当地早晨出发黄石巨石闪耀景观团,跟团游,供应商：美西国际旅游,6晚3钻,共21个景点，包含9个经典景点：,行车时长49.7小时,20次自理,暂无自由活动信息,(1),(0),(0),5.0?分,新产品,1条点评,旧金山,4500,,,,,,,,目的地跟团,西海岸
拉斯维加斯+美国洛杉矶7日6晚跟团游·黄石公园，包伟湖，玻璃桥【火爆销售中】,跟团游,供应商：纳美旅行,6晚3钻,共18个景点，包含12个经典景点：,行车时长12小时,暂无用餐信息,暂无自由活动信息,(6),(2),(0),4.8?分,67人出游,8条点评,洛杉矶,3411,￥3512起,,,￥3512起,￥3512起,,￥3512起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯4日3晚跟团游·胡佛水坝+玻璃桥精华游【洛杉矶免费接机】,跟团游,供应商：纳美旅行,3晚3钻,共7个景点，包含6个经典景点：,行车时长17小时,暂无用餐信息,自由活动1次,(7),(3),(0),4.7?分,58人出游,10条点评,洛杉矶,1093,￥1125起,￥1125起,￥1125起,￥1125起,￥1125起,￥1125起,￥1125起,目的地跟团,西海岸
美国+旧金山+拉斯维加斯+洛杉矶6日5晚跟团游·17里湾优胜美地精华游【旧金山免费接机】,跟团游,供应商：Namei Group Inc.,5晚3钻,共13个景点，包含12个经典景点：,行车时长23小时,暂无用餐信息,自由活动1次,(2),(0),(1),4.3?分,15人出游,3条点评,旧金山,2559,￥2559起,￥2559起,￥2559起,￥2559起,￥2559起,￥2559起,￥2559起,目的地跟团,西海岸
美国黄石国家公园+盐湖城4日半自助·【爆款推荐】深度纯玩团 大提顿公园 大盐湖,半自助游,供应商：途风（熊大旗下）,3晚3钻,共9个景点，包含2个经典景点：,暂无交通信息,暂无用餐信息,自由活动1次,(5),(1),(1),4.6?分,177人出游,7条点评,盐湖城,2290,,,,,,,,目的地跟团,西海岸
美国旧金山+洛杉矶4日3晚跟团游(3钻)·17哩湾+优胜美地+天天发班,跟团游,供应商：熊大国旅,3晚3钻,共7个景点，包含7个经典景点：,暂无交通信息,暂无用餐信息,自由活动2次,(1),(1),(1),3.5?分,73人出游,4条点评,洛杉矶,1324,￥1424起,￥1424起,￥1424起,￥1424起,￥1424起,￥1424起,￥1424起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯6日5晚跟团游·(6天)拉斯维加斯、洛杉矶(九大主题项目任选二) | 南峡谷、西峡谷、羚羊彩穴任选,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共24个景点，包含11个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(3),(2),(0),4.6?分,30人出游,5条点评,洛杉矶,3702,￥3702起,￥3702起,￥3702起,￥3702起,￥3702起,￥3702起,￥3702起,目的地跟团,西海岸
美国旧金山+拉斯维加斯+洛杉矶8日7晚跟团游·金门大桥【旧金山免费接机+主题乐园门票】,跟团游,供应商：Namei Group Inc.,7晚3钻,共20个景点，包含14个经典景点：,行车时长27小时,暂无用餐信息,自由活动1次,(2),(0),(2),4.0?分,31人出游,4条点评,旧金山,5343,￥5400起,￥5400起,￥5400起,￥5400起,￥5400起,￥5400起,￥5400起,目的地跟团,西海岸
美国洛杉矶+旧金山+拉斯维加斯8日跟团游·【独创双峡谷系列】(8天)海湾17哩，浪漫之城旧金山，人间仙境优胜美地公园，疯狂折扣奥特莱斯，自,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共26个景点，包含17个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(5),(3),(1),4.4?分,101人出游,9条点评,洛杉矶,3279,￥3279起,￥3279起,￥3279起,￥3279起,￥3279起,￥3279起,￥3279起,目的地跟团,西海岸
美国黄石国家公园+洛杉矶+旧金山+拉斯维加斯+盐湖城12日半自助游·旧金山双线、八大项目任选二·(12天)大美黄石、欢乐美西之旅：黄石必玩、鬼斧神工布莱斯、大气磅礴西峡谷、旧金山双线自由选、洛杉矶,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共36个景点，包含23个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(1),(0),(1),4.0?分,19人出游,2条点评,旧金山,7728,￥7728起,￥7728起,￥7728起,￥7728起,￥7728起,￥7728起,￥7728起,目的地跟团,西海岸
美国黄石国家公园+洛杉矶+旧金山+拉斯维加斯+盐湖城11日半自助游·大提顿、布莱斯、摄影天堂羚羊谷、两晚四星·(11天)美西地貌奇景风情游：绝美黄石、壮阔大峡谷、唯美大提顿、鬼斧神工布莱斯、摄影天堂羚羊彩穴、旧,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共35个景点，包含24个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(1),(0),(1),4.0?分,26人出游,2条点评,洛杉矶,5114,￥5114起,,￥5114起,￥5114起,,￥5114起,￥5114起,目的地跟团,西海岸
美国黄石国家公园+洛杉矶+拉斯维加斯7日半自助游·壮美西峡谷、秀美大提顿、魔幻羚羊彩穴·(7天)美西黄石游：奇景黄石公园、鬼斧神工布莱斯、壮美西峡谷、秀美大提顿、魔幻羚羊彩穴,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共13个景点，包含9个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(1),(1),(0),4.5?分,35人出游,2条点评,洛杉矶,3232,实时计价,,,￥3232起,￥3232起,,￥3232起,目的地跟团,西海岸
美国洛杉矶3日半自助游·【独创】(3天)知性名校团系列：迷人圣塔莫妮卡、活力洛杉矶、著名美西三大名校知性之旅,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共18个景点，包含1个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(1),(1),(0),4.5?分,10人出游,2条点评,洛杉矶,2378,￥2378起,￥2378起,￥2378起,￥2378起,￥2378起,￥2378起,￥2378起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+旧金山7日6晚跟团游·大峡谷7日游 奥特莱斯自由购物·（7天）旧金山、洛杉矶、拉斯维加斯、大峡谷或羚羊彩穴、奥特莱斯自由购物、洛杉矶主题项目七选一,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共32个景点，包含21个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(1),(1),(0),4.5?分,32人出游,2条点评,旧金山,3754,￥3754起,￥3754起,￥3754起,￥3754起,￥3754起,￥3754起,￥3754起,目的地跟团,西海岸
美国西海岸+洛杉矶+拉斯维加斯+大峡谷西峡3日2晚跟团游(3钻)·洛杉矶Local每天直发+拉斯维加斯大道酒店,跟团游,供应商：美西国际旅游,2晚3钻,共6个景点，包含4个经典景点：,行车时长16.2小时,1次非自理，6次自理,暂无自由活动信息,(10),(1),(1),4.5?分,131人出游,13条点评,洛杉矶,695,￥695起,￥695起,￥695起,￥695起,￥850起,￥850起,￥850起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+旧金山7日6晚跟团游·大峡谷玻璃桥精华游【洛杉矶免费接送机】,跟团游,供应商：纳美旅行,6晚3钻,共13个景点，包含12个经典景点：,行车时长12小时,暂无用餐信息,自由活动1次,(3),(6),(0),4.3?分,65人出游,9条点评,洛杉矶,2583,￥2659起,￥2659起,￥2659起,￥2659起,￥2659起,￥2659起,￥2659起,目的地跟团,西海岸
洛杉矶+拉斯维加斯+旧金山+美国9日8晚跟团游·优胜美地【洛杉矶免费接机+主题公园门票】,跟团游,供应商：Namei Group Inc.,8晚3钻,共17个景点，包含15个经典景点：,行车时长29小时,暂无用餐信息,自由活动1次,(2),(3),(1),4.2?分,42人出游,6条点评,洛杉矶,4299,￥4320起,￥4320起,￥4320起,￥4320起,￥4320起,￥4320起,￥4320起,目的地跟团,西海岸
美国大峡谷国家公园+拉斯维加斯4日3晚跟团游·南峡+鲍威尔胡+羚羊彩穴【二月特惠】·【年度爆品】(4天) 探寻美西奇景（上羚羊谷）：拉斯维加斯、大峡谷、鲍威尔湖、马蹄湾,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共4个景点，包含4个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(2),(3),(0),4.4?分,31人出游,5条点评,洛杉矶,2382,,,￥2507起,,,,￥2766起,目的地跟团,西海岸
美国西雅图奥林匹克公园4日3晚跟团游·西雅图4天游+奥林匹克公园+雷尼尔山公园,跟团游,供应商：熊大国旅,3晚2钻,共10个景点，包含4个经典景点：,暂无交通信息,1次非自理，11次自理,自由活动4次,(1),(0),(0),3.5?分,新产品,2条点评,西雅图,2588,,￥2988起,￥2988起,,,,￥2688起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+大峡谷西峡5日半自助游·轻松小众，二月特惠·(5日)大峡谷+布莱斯峡谷+锡安公园+羚羊彩穴+拉斯维加斯游(摄影团),半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共14个景点，包含8个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(1),(2),(0),4.3?分,29人出游,3条点评,洛杉矶,1914,￥2042起,,,,,,,目的地跟团,西海岸
(7天)美西自然之旅：黄石公园、羚羊彩穴、布莱斯峡谷、锡安公园、拉斯维加斯·(7天)黄石+西南巨环原生态体验之旅：感受狂野大西部、奇美黄石公园、绚烂羚羊彩穴、鬼斧神工布莱斯峡谷,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共18个景点，包含9个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(1),(1),(1),4.0?分,36人出游,3条点评,洛杉矶,3232,,,,￥3232起,￥3232起,,,目的地跟团,西海岸
美国3日2晚跟团游·西海岸旧金山17哩湾、优胜美地二选一跟团游,跟团游,供应商：Namei Group Inc.,2晚3钻,共6个景点，包含6个经典景点：,行车时长4小时,暂无用餐信息,暂无自由活动信息,(4),(0),(2),3.9?分,59人出游,7条点评,洛杉矶,1096,￥1096起,￥1096起,￥1096起,￥1096起,￥1096起,￥1096起,￥1096起,目的地跟团,西海岸
美国西海岸+西雅图+雷尼尔山国家公园3日2晚跟团游(3钻)·深度市区游·含国家公园门票·送特色海鲜自助,跟团游,供应商：达美国旅,2晚3钻,共10个景点，包含4个经典景点：,行车时长2小时,暂无用餐信息,暂无自由活动信息,(1),(0),(0),5.0?分,新产品,1条点评,西雅图,2466,,,￥2466起,,,,￥2466起,目的地跟团,西海岸
美国西海岸+西雅图+雷尼尔山国家公园+奥林匹克国家公园4日3晚跟团游(3钻)·深度市区游·含国家公园门票·可延住·送保险,跟团游,供应商：达美国旅,3晚3钻,共11个景点，包含5个经典景点：,行车时长3.3小时,暂无用餐信息,暂无自由活动信息,(1),(0),(0),5.0?分,新产品,1条点评,西雅图,2850,￥2850起,￥2850起,￥2850起,,,,￥2850起,目的地跟团,西海岸
美国旧金山+洛杉矶+拉斯维加斯+大峡谷国家公园8日7晚跟团游·主题项目八选一，赠送大礼包，蒸汽小火车·(8天)加州风情：一步一景旧金山、赌城三晚住大道、南/西峡谷、羚羊彩穴/拉斯维加斯自由之旅、洛杉矶主,跟团游,供应商：途风（熊大旗下）,暂无酒店信息,共32个景点，包含20个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(1),(2),(1),4.0?分,36人出游,4条点评,旧金山,4016,￥4016起,￥4016起,￥4016起,￥4016起,￥4016起,￥4016起,￥4016起,目的地跟团,西海岸
美国黄石国家公园+盐湖城6日半自助游·(6天)黄石公园深度之旅：盐湖城、撼世杰作总统巨石、人间仙境大提顿、奇美黄石,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共5个景点，包含2个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(1),(3),(0),4.3?分,20人出游,4条点评,,,,,,,,,,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯3日半自助游·洛杉矶+西峡谷+拉斯维加斯3日经济游·（3天）美西经济游：洛杉矶、拉斯维加斯、西峡谷或羚羊彩穴二选一、奥特莱斯自由购物【$5升级4星威,半自助游,供应商：途风（熊大旗下）,暂无酒店信息,共10个景点，包含6个经典景点：,暂无交通信息,暂无用餐信息,暂无自由活动信息,(3),(1),(0),4.2?分,75人出游,5条点评,洛杉矶,656,￥656起,￥656起,￥656起,￥656起,￥846起,￥846起,￥846起,目的地跟团,西海岸
美国西雅图+斯波坎+黄石国家公园6日跟团游·密苏拉+科达伦湖+波音工厂文化遗产盛景之旅,跟团游,供应商：走四方,5晚3钻,共22个景点，包含9个经典景点：,暂无交通信息,18次自理,暂无自由活动信息,(1),(0),(0),5.0?分,新产品,1条点评,西雅图,3960,,,,￥3960起,,,,目的地跟团,西海岸
美国洛杉矶+盐湖城+黄石国家公园+布莱斯峡谷国家公园5日跟团游·羚羊彩穴美西自然浓情之旅,跟团游,供应商：走四方,4晚3钻,共17个景点，包含8个经典景点：,暂无交通信息,3次非自理，12次自理,暂无自由活动信息,(1),(0),(0),5.0?分,新产品,1条点评,洛杉矶,3980,￥3980起,￥3980起,￥3980起,￥3980起,￥3980起,￥3980起,￥3980起,目的地跟团,西海岸
美国4日3晚跟团游·拉斯维加斯-西峡谷玻璃桥逍遥游,跟团游,供应商：纳美旅行,3晚3钻,共7个景点，包含6个经典景点：,行车时长6小时,暂无用餐信息,暂无自由活动信息,(0),(1),(0),4.0?分,新产品,1条点评,洛杉矶,789,￥884起,￥884起,￥884起,￥884起,￥1036起,￥1036起,￥1036起,目的地跟团,西海岸
美国洛杉矶+旧金山+拉斯维加斯8日7晚跟团游·【洛杉矶免费接机+主题乐园门票】,跟团游,供应商：Namei Group Inc.,7晚3钻,共19个景点，包含15个经典景点：,行车时长27小时,暂无用餐信息,自由活动1次,(0),(0),(1),3.0?分,14人出游,1条点评,洛杉矶,4018,￥4136起,￥4136起,￥4136起,￥4136起,￥4136起,￥4136起,￥4136起,目的地跟团,西海岸
美国黄石国家公园+美国大峡谷国家公园8日跟团游·羚羊峡谷+拱门+总统巨石【洛杉矶出发】,跟团游,供应商：纳美旅行,1晚3钻,共14个景点，包含9个经典景点：,行车时长2小时,暂无用餐信息,暂无自由活动信息,(0),(0),(1),3.0?分,新产品,1条点评,洛杉矶,3852,,,￥3966起,￥3966起,￥3966起,￥3966起,,目的地跟团,西海岸
美国+洛杉矶+拉斯维加斯+黄石国家公园+大峡谷西峡+旧金山11日10晚跟团游·玻璃桥+金门大桥【洛杉矶免费接送机】,跟团游,供应商：纳美旅行,10晚3钻,共23个景点，包含16个经典景点：,行车时长24小时,暂无用餐信息,自由活动1次,(0),(0),(1),3.0?分,新产品,1条点评,洛杉矶,5398,￥5557起,,￥5557起,￥5557起,￥5557起,￥5557起,￥5557起,目的地跟团,西海岸
美国洛杉矶+旧金山+纳帕+黄石国家公园+盐湖城+拉斯维加斯9日跟团游·太浩湖+东南双峡【入住小木屋+免费接送机】,跟团游,供应商：Namei Group Inc.,8晚4钻,共19个景点，包含12个经典景点：,行车时长27小时,暂无用餐信息,自由活动1次,(0),(0),(1),3.0?分,新产品,1条点评,洛杉矶,4791,￥4932起,￥4932起,￥4932起,￥4932起,￥4932起,￥4932起,￥4932起,目的地跟团,西海岸
美国黄石国家公园+美国洛杉矶10日跟团游· 【免费接送机+入住小木屋+主题乐园门票】,跟团游,供应商：纳美旅行,9晚4钻,共24个景点，包含16个经典景点：,行车时长31小时,暂无用餐信息,自由活动1次,(0),(1),(0),4.0?分,新产品,1条点评,洛杉矶,6336,￥6523起,￥6523起,￥6523起,￥6523起,￥6523起,￥6523起,￥6523起,目的地跟团,西海岸
美国洛杉矶+拉斯维加斯+旧金山10日9晚跟团游·大峡谷【洛杉矶免费接机+主题乐园门票】,跟团游,供应商：Namei Group Inc.,9晚3钻,共29个景点，包含20个经典景点：,行车时长31小时,暂无用餐信息,自由活动1次,(0),(1),(1),3.5?分,新产品,2条点评,洛杉矶,6834,￥6934起,￥6934起,￥6934起,￥6934起,￥6934起,￥6934起,￥6934起,目的地跟团,西海岸
